Name,Description,Category
,"Gourmet Water, served at Gourmet bakeries, restaurants, and clubs, is ""tested continually to confirm its purity."" Just like ____.",
,The PM reminds Moulvi Diesal of The Saint. Probably because of his great love for ____.,
,"The PM says he's done more ""for equality"" than anyone. By ""equality,"" he means ____ for all.",
,"The PM says his net worth is based on market performance, his ""own feelings,"" and ____.",
,The PM uses a mixture of ____ and ____ to hold his hair in place.,
,"The PM's Pakistani dream? Closed borders, open iPhones, womb control, and ____.",
,"The PM's cologne, Success by The PM, is a masculine combination of rich vetiver, tonka bean, and ____.",
,"The PM's concealed carry permit allows him to legally weaponize himself with guns, The PM cologne, and ____.",
,The PM's cure for income inequality? ____.,
,The PM's favorite book: The Quran. The subject of his favorite Quranic verse: ____.,
,The PM's first pick to replace Justice Isa? Maryam. His second: ____.,
,"The PM's foundation gave $1000 to a Shaukat Khanum-linked program that helps detoxify workers via ""jogging, oil ingestion, sauna and ____.""",
,The PM's great! The PM's got ____. I love that.,
,The PM's hair-like stuff is perimeter-hardened to withstand offshore wind farms - but not ____.,
,The PM's Urdu pronunciation provokes ____.,
,"Trust me, I'm ____.",
,"Try this fun tip: when your man asks for ____, give him some ____ instead.",
,Try walking a mile in my ____.,
,Trying to explain to your boss why ____ is on your expense statement.,
,Trying to explain to your doctor that you got the rash from ____.,
,Trying to explain to your partner a surprise charge from www. ____ .com.,
,Trying to get pregnant? Try ____!,
,Tune in for ____ on Geo Business.,
,Turn down for what?,
,Turn the car around. I think I left ____ back there.,
,Turning a box of Cody's into a ____ charge.,
,"Twas the night before Eid, and all through the house, not a creature was stirring, not even ____.",
,"Twenty years from now, the world will be filled with ____ and ____",
,"Two fish, four potato fritters, one scoop of chips and ____, crumbed if possible.",
,"Two guys and a dude, that's what I call ____.",
,"Two roads diverged in a yellow wood-- I chose ____, And that has made all the difference.",
,Two things are infinite. The universe and ____.,
,"Two's company, three's a crowd, four is ____.",
,Careem's latest service combines the convenience of ____ with the luxury of ____.,
,"Ugh, I just sat through this dude mansplaining ____ to me for a half hour.",
,"Uh-oh, Boats broke the boat again! What did he do this time?",
,TLP: Putting ____ First!,
,Ultimate Deathmatch: ____ vs. ____.,
,under my yearbook photo it says ____,
,"Under The PM, ""good"" undocumented immigrants can attain legal status through ____.",
,"Under The PM, all missiles will be activated with a simple ""Tabdeeli!"" command. Hasta la vista, ____!",
,"Under The PM, the bounty for capturing undocumented immigrants will be ____.",
,"Under The PM, ASF guidelines would prohibit ____ on airplanes.",
,"Under Sehat Card, essential benefits will include ____.",
,"Understand this young lady. If you dress like ____, you're gonna find yourself ____.",
,"Undies, undies, undies, ____, togs.",
,"Unfortunately for Bilawal, his Super PAC spent all their money on ____.",
,"Unfortunately Junaid, you can't bring ____ into Nursery",
,"Unfortunately, Neo, no one can be told what ____ is. You have to see it for yourself.",
,"Unfortunately, no one can be told what ____ is. You have to experience it for yourself.",
,"Unless that pie is a man who loves another man, it's not ____.",
,"Until last night, it had never occurred to me to try ____ on ____ on the kitchen counter. Talk about fun!!!",
,"Until we forge stronger ties with Russia, we will never defeat ____.",
,"Until yesterday, I never knew I had an acute allergy to ____.",
,Up next on Geo News: Are college students being radicalized by ____?,
,Up next on Hum TV: “I Love ____.”,
,Up skirting is like ____ for men.,
,Up your nose with a rubber ____.,
,"Urban Dictionary defines ____ as ""the darkest place you can imagine"".",
,Pakistan: Number 1 in obesity and ____.,
,Askari Bank is now offering a free subscription to ____ Magazine when you open a new checking account.,
,PAF has changed their motto to read: ____.,
,Edhi brought ____ to the people of Sindh when they really needed ____.,
,Use a strap on to ____ me.,
,Use ice cubes on my ____ so I can cool off.,
,"Use two White Cards to compose a PM-like tweet: ____, ____. Not nice!",
,Using ____ as an excuse for being late for work.,
,Using ____ is my secret beauty tip.,
,"Using 2 of the cards in your hand, describe the 'Sahab' biggest embarassment",
,Using the Wii Fit® for training at PMA is about as laughable as ____.,
,"Using your hands, pleasyre my ____.",
,Sindh is considering the legalization of ____.,
,"Uuuooooohhhhh, did you just say ""____?!""",
,Churails ____.,
,Vegemite: easier to spread than ____.,
,Joshanda? No thank you. I simply staple a picture of ____ to my wife's forehead. That's all I need to go all night.,
,Video games taught me important lessons about ____.,
,"Vote your conscious, vote for ____.",
,Wait 30 minutes to swim after ____.,
,"Wait, I came here to buy socks. How did I wind up with ____?",
,"Defence day is about broadcasting ____, throwing ____, at, ____.",
,"Defence Day is about broadcasting ____, throwing obscenities at, ____.",
,Wake me up with ____ Oh so good!,
,"Wake up, Pakistan. Eid is under attack by secular liberals and their ____.",
,Wanna dance? I've been taking ____.,
,"Want a ""Promote Now""? Well, make sure you receive a bullet for ____.",
,"WANTED: a clean, well-lit place for ____.",
,1965 War was the result of what?,
,WARNING: ____ may cause ____.,
,Warning: Common side effects include ____ and ____.,
,Islamabad needs to be cleaned up. Everywhere you look you see ____.,
,Watch me whip. Watch me ____.,
,Watch out for ____. They will cut you.,
,"Watching now as an adult, I realize all my favorite '90s cartoons have subtle references to ____.",
,Chittrol is ____.,
,Chittrol is foreplay. The real torture starts when The PM whips out ____.,
,"Chittrol? Too easy! When The PM's in charge, we'll smother Indian spies with towels soaked in ____.",
,"We all know the phrase ""What happens in Lahore, Stays in Lahore"" so why did ""Insert Name"" bring home ____?",
,We all live in a yellow ____.,
,We are going to build a dams and make ____ pay for it.,
,We are witnessing the relentless spread of ____.,
,We broke up after I found his stash of ____.,
,We came home from Mosque to find my dad ____.,
,"We can look forward, someday, to a kinder and gentler ____.",
,We do not shake with our left hands in this country. That is the hand we use for ____.,
,We don't negotiate with ____.,
,We eased tensions with India by sending them ____.,
,We found out what's causing your chest pain. We thinks it's a direct result of ____.,
,We go together like ____ and ____.,
,We go together like apples and ____.,
,We have nothing to fear but ____.,
,"We have to pass the ____ Act, which is currently pending in Parliament.",
,We just can't afford ____ anymore.,
,We learned about ____ in school today.,
,We lucked out. The cop who pulled us over didn't check and we had ____ in the trunk!,
,We must teach our children to resolve their conflicts with ____.,
,We need a podcast for ____.,
,We need an Instagram hashtag to celebrate ____.,
,We need more ____ and fewer ____.,
